"Region No.","State","Service Center","Fiscal Month","Fiscal Year","Building Number","Area Field Office","Cat","Building Designation","Gross Sq.Ft","Electricity (KWH)","Electricity (Cost)","Demand (KW)","Demand (Cost)","Steam (Thou. lbs)","Steam (Cost)","Gas (Cubic Ft)","Gas (Cost)","Oil (Gallon)","Oil (Cost)","Chilled Water (Ton Hr)","Chilled Water (Cost)","Renewable Electricity (KWH)","Renewable Electricity (Cost)","Renewable Gas (Cubic Ft)","Renewable Gas (Cost)","Other (mmBTU)","Other (Cost)","Water (Gallon)","Water (Cost)"
"1.0","Connecticut","SOUTH PROPERTY CTR","1.0","2006.0","CT0013ZZ","5300.0","A","G, X","191445.0","113714.0","13881.0","376.0","4283.0","0.0","0.0","131000.0","2593.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","2.0","2006.0","CT0013ZZ","5300.0","A","G, X","191445.0","117915.0","13768.0","286.0","3287.0","0.0","0.0","116500.0","2483.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","3.0","2006.0","CT0013ZZ","5300.0","A","G, X","191445.0","136217.0","15689.0","283.0","3798.0","0.0","0.0","62300.0","1267.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","4.0","2006.0","CT0013ZZ","5300.0","A","G, X","191445.0","108900.0","15088.0","284.0","3795.0","0.0","0.0","32500.0","700.0","3672.0","6842.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","5.0","2006.0","CT0013ZZ","5300.0","A","G, X","191445.0","112212.0","15396.0","282.0","3784.0","0.0","0.0","29300.0","590.0","3672.0","6842.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","6.0","2006.0","CT0013ZZ","5300.0","A","G, X","191445.0","111314.0","16036.0","283.0","8788.0","0.0","0.0","27600.0","533.0","3672.0","6842.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","7.0","2006.0","CT0013ZZ","5300.0","A","G, X","191445.0","124215.0","18054.0","407.0","4451.0","0.0","0.0","27800.0","536.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","8.0","2006.0","CT0013ZZ","5300.0","A","G, X","191445.0","139217.0","20205.0","521.0","5009.0","0.0","0.0","24300.0","482.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","9.0","2006.0","CT0013ZZ","5300.0","A","G, X","191445.0","164416.0","23416.0","544.0","5397.0","0.0","0.0","22600.0","428.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","10.0","2006.0","CT0013ZZ","5300.0","A","G, X","191445.0","188400.0","27368.0","629.0","5991.0","0.0","0.0","17900.0","363.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
