"Region No.","State","Service Center","Fiscal Month","Fiscal Year","Building Number","Area Field Office","Cat","Building Designation","Gross Sq.Ft","Electricity (KWH)","Electricity (Cost)","Demand (KW)","Demand (Cost)","Steam (Thou. lbs)","Steam (Cost)","Gas (Cubic Ft)","Gas (Cost)","Oil (Gallon)","Oil (Cost)","Chilled Water (Ton Hr)","Chilled Water (Cost)","Renewable Electricity (KWH)","Renewable Electricity (Cost)","Renewable Gas (Cubic Ft)","Renewable Gas (Cost)","Other (mmBTU)","Other (Cost)","Water (Gallon)","Water (Cost)"
"1.0","Connecticut","SOUTH PROPERTY CTR","1.0","2005.0","CT0013ZZ","5300.0","A","G, X","191445.0","109800.0","9755.0","596.0","4013.0","0.0","0.0","60100.0","864.0","0.0","0.0","0.0","0.0","109800.0","110.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","2.0","2005.0","CT0013ZZ","5300.0","A","G, X","191445.0","115500.0","9558.0","466.0","3555.0","0.0","0.0","84500.0","1303.0","0.0","0.0","0.0","0.0","115500.0","116.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","3.0","2005.0","CT0013ZZ","5300.0","A","G, X","191445.0","116400.0","12452.0","486.0","3555.0","0.0","0.0","23300.0","422.0","0.0","0.0","0.0","0.0","116400.0","116.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","4.0","2005.0","CT0013ZZ","5300.0","A","G, X","191445.0","124800.0","13369.0","510.0","3899.0","0.0","0.0","29500.0","530.0","0.0","0.0","0.0","0.0","122100.0","122.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","5.0","2005.0","CT0013ZZ","5300.0","A","G, X","191445.0","115500.0","12724.0","501.0","3778.0","0.0","0.0","31800.0","556.0","0.0","0.0","0.0","0.0","115500.0","116.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","6.0","2005.0","CT0013ZZ","5300.0","A","G, X","191445.0","118500.0","12958.0","538.0","3769.0","0.0","0.0","29600.0","505.0","0.0","0.0","0.0","0.0","118500.0","119.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","7.0","2005.0","CT0013ZZ","5300.0","A","G, X","191445.0","127200.0","14371.0","648.0","4354.0","0.0","0.0","35200.0","611.0","0.0","0.0","0.0","0.0","111600.0","112.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","8.0","2005.0","CT0013ZZ","5300.0","A","G, X","191445.0","141300.0","17013.0","1050.0","5141.0","0.0","0.0","29000.0","511.0","0.0","0.0","0.0","0.0","138907.0","139.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","9.0","2005.0","CT0013ZZ","5300.0","A","G, X","191445.0","146411.0","17383.0","1056.0","5067.0","0.0","0.0","27800.0","494.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","10.0","2005.0","CT0013ZZ","5300.0","A","G, X","191445.0","152614.0","17685.0","488.0","4873.0","0.0","0.0","24100.0","445.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","11.0","2005.0","CT0013ZZ","5300.0","A","G, X","191445.0","152600.0","17645.0","488.0","4873.0","0.0","0.0","17500.0","355.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","12.0","2005.0","CT0013ZZ","5300.0","A","G, X","191445.0","152618.0","17645.0","488.0","4873.0","0.0","0.0","18900.0","400.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","1.0","2005.0","CT0024ZZ","5300.0","A","X, G","117000.0","56400.0","6005.0","169.0","1104.0","0.0","0.0","186600.0","2516.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","2.0","2005.0","CT0024ZZ","5300.0","A","X, G","117000.0","68640.0","6956.0","158.0","1028.0","0.0","0.0","204000.0","2552.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","3.0","2005.0","CT0024ZZ","5300.0","A","X, G","117000.0","62400.0","6736.0","160.0","1044.0","0.0","0.0","579100.0","6181.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","4.0","2005.0","CT0024ZZ","5300.0","A","X, G","117000.0","63840.0","7338.0","430.0","1085.0","0.0","0.0","748100.0","7755.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","5.0","2005.0","CT0024ZZ","5300.0","A","X, G","117000.0","69120.0","7836.0","427.0","1081.0","0.0","0.0","629900.0","6709.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
