"Region No.","State","Service Center","Fiscal Month","Fiscal Year","Building Number","Area Field Office","Cat","Building Designation","Gross Sq.Ft","Electricity (KWH)","Electricity (Cost)","Demand (KW)","Demand (Cost)","Steam (Thou. lbs)","Steam (Cost)","Gas (Cubic Ft)","Gas (Cost)","Oil (Gallon)","Oil (Cost)","Chilled Water (Ton Hr)","Chilled Water (Cost)","Renewable Electricity (KWH)","Renewable Electricity (Cost)","Renewable Gas (Cubic Ft)","Renewable Gas (Cost)","Other (mmBTU)","Other (Cost)","Water (Gallon)","Water (Cost)"
"1.0","Massachusetts","UNKNOWN","1.0","2015.0","AX0001RE","100.0","A","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Massachusetts","UNKNOWN","2.0","2015.0","AX0001RE","100.0","A","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Massachusetts","UNKNOWN","3.0","2015.0","AX0001RE","100.0","A","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Massachusetts","UNKNOWN","4.0","2015.0","AX0001RE","100.0","A","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Massachusetts","UNKNOWN","5.0","2015.0","AX0001RE","100.0","A","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Massachusetts","UNKNOWN","6.0","2015.0","AX0001RE","100.0","A","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Massachusetts","UNKNOWN","7.0","2015.0","AX0001RE","100.0","A","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Massachusetts","UNKNOWN","8.0","2015.0","AX0001RE","100.0","A","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Massachusetts","UNKNOWN","9.0","2015.0","AX0001RE","100.0","A","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Massachusetts","UNKNOWN","10.0","2015.0","AX0001RE","100.0","A","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Massachusetts","UNKNOWN","11.0","2015.0","AX0001RE","100.0","A","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Massachusetts","UNKNOWN","12.0","2015.0","AX0001RE","100.0","A","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","1.0","2015.0","CT0013ZZ","5300.0","A","G, Y, X","191445.0","88515.0","13429.0","0.0","0.0","0.0","0.0","54600.0","1327.0","0.0","0.0","0.0","0.0","6639.0","10.0","0.0","0.0","0.0","0.0","149600.0","1836.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","2.0","2015.0","CT0013ZZ","5300.0","A","G, Y, X","191445.0","90311.0","13022.0","0.0","0.0","0.0","0.0","358600.0","8144.0","0.0","0.0","0.0","0.0","6773.0","10.0","0.0","0.0","0.0","0.0","32912.0","580.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","3.0","2015.0","CT0013ZZ","5300.0","A","G, Y, X","191445.0","86112.0","15125.0","0.0","0.0","0.0","0.0","705600.0","15456.0","0.0","0.0","0.0","0.0","6458.0","10.0","0.0","0.0","0.0","0.0","26180.0","508.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","4.0","2015.0","CT0013ZZ","5300.0","A","G, Y, X","191445.0","84011.0","16163.0","0.0","0.0","0.0","0.0","565100.0","10891.0","2040.0","7789.0","0.0","0.0","6301.0","9.0","0.0","0.0","0.0","0.0","29172.0","547.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","5.0","2015.0","CT0013ZZ","5300.0","A","G, Y, X","191445.0","89711.0","16304.0","0.0","0.0","0.0","0.0","422200.0","7695.0","2963.0","8465.0","0.0","0.0","6728.0","10.0","0.0","0.0","0.0","0.0","35904.0","624.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","6.0","2015.0","CT0013ZZ","5300.0","A","G, Y, X","191445.0","83111.0","16857.0","0.0","0.0","0.0","0.0","604500.0","10812.0","0.0","0.0","0.0","0.0","6233.0","9.0","0.0","0.0","0.0","0.0","29920.0","558.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","7.0","2015.0","CT0013ZZ","5300.0","A","G, Y, X","191445.0","86111.0","14132.0","0.0","0.0","0.0","0.0","316900.0","5695.0","0.0","0.0","0.0","0.0","6458.0","10.0","0.0","0.0","0.0","0.0","42636.0","697.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","8.0","2015.0","CT0013ZZ","5300.0","A","G, Y, X","191445.0","111612.0","13117.0","0.0","0.0","0.0","0.0","44300.0","771.0","0.0","0.0","0.0","0.0","8371.0","13.0","0.0","0.0","0.0","0.0","71060.0","1008.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","9.0","2015.0","CT0013ZZ","5300.0","A","G, Y, X","191445.0","130211.0","14547.0","0.0","0.0","0.0","0.0","13700.0","270.0","0.0","0.0","0.0","0.0","9766.0","15.0","0.0","0.0","0.0","0.0","89760.0","1212.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","10.0","2015.0","CT0013ZZ","5300.0","A","G, Y, X","191445.0","144600.0","19094.0","0.0","0.0","0.0","0.0","14200.0","262.0","0.0","0.0","0.0","0.0","10845.0","16.0","0.0","0.0","0.0","0.0","84524.0","1155.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","11.0","2015.0","CT0013ZZ","5300.0","A","G, Y, X","191445.0","156912.0","22943.0","0.0","0.0","0.0","0.0","13100.0","257.0","0.0","0.0","0.0","0.0","11768.0","18.0","0.0","0.0","0.0","0.0","148104.0","1851.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","12.0","2015.0","CT0013ZZ","5300.0","A","G, Y, X","191445.0","101711.0","21053.0","0.0","0.0","0.0","0.0","13200.0","288.0","0.0","0.0","0.0","0.0","6548.0","10.0","0.0","0.0","0.0","0.0","108460.0","1417.0"
