"Region No.","State","Service Center","Fiscal Month","Fiscal Year","Building Number","Area Field Office","Cat","Building Designation","Gross Sq.Ft","Electricity (KWH)","Electricity (Cost)","Demand (KW)","Demand (Cost)","Steam (Thou. lbs)","Steam (Cost)","Gas (Cubic Ft)","Gas (Cost)","Oil (Gallon)","Oil (Cost)","Chilled Water (Ton Hr)","Chilled Water (Cost)","Renewable Electricity (KWH)","Renewable Electricity (Cost)","Renewable Gas (Cubic Ft)","Renewable Gas (Cost)","Other (mmBTU)","Other (Cost)","Water (Gallon)","Water (Cost)"
"1.0","Connecticut","SOUTH PROPERTY CTR","1.0","2004.0","CT0013ZZ","5300.0","A","G, X","191445.0","114300.0","12182.0","752.0","4300.0","0.0","0.0","22700.0","354.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","2.0","2004.0","CT0013ZZ","5300.0","A","G, X","191445.0","122406.0","11941.0","504.0","3572.0","0.0","0.0","21900.0","358.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","3.0","2004.0","CT0013ZZ","5300.0","A","G, X","191445.0","118207.0","11769.0","516.0","3738.0","0.0","0.0","30600.0","451.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","4.0","2004.0","CT0013ZZ","5300.0","A","G, X","191445.0","117000.0","12075.0","532.0","3916.0","0.0","0.0","27400.0","442.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","5.0","2004.0","CT0013ZZ","5300.0","A","G, X","191445.0","128105.0","12879.0","542.0","3936.0","0.0","0.0","131500.0","2051.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","6.0","2004.0","CT0013ZZ","5300.0","A","G, X","191445.0","119400.0","12183.0","540.0","3875.0","0.0","0.0","268000.0","3174.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","7.0","2004.0","CT0013ZZ","5300.0","A","G, X","191445.0","118805.0","12661.0","772.0","3636.0","0.0","0.0","182700.0","2205.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","8.0","2004.0","CT0013ZZ","5300.0","A","G, X","191445.0","139200.0","14243.0","842.0","4617.0","0.0","0.0","22100.0","373.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","9.0","2004.0","CT0013ZZ","5300.0","A","G, X","191445.0","169500.0","16285.0","852.0","4671.0","0.0","0.0","22800.0","385.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","10.0","2004.0","CT0013ZZ","5300.0","A","G, X","191445.0","164100.0","16190.0","1042.0","4910.0","0.0","0.0","21200.0","366.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","11.0","2004.0","CT0013ZZ","5300.0","A","G, X","191445.0","171900.0","16140.0","1054.0","4836.0","0.0","0.0","18200.0","331.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","12.0","2004.0","CT0013ZZ","5300.0","A","G, X","191445.0","138300.0","11477.0","766.0","4340.0","0.0","0.0","20000.0","352.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","1.0","2004.0","CT0024ZZ","5300.0","A","G, X","117000.0","72720.0","7890.0","574.0","1735.0","0.0","0.0","119800.0","1356.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","2.0","2004.0","CT0024ZZ","5300.0","A","G, X","117000.0","58560.0","5655.0","439.0","1142.0","0.0","0.0","239000.0","2730.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","3.0","2004.0","CT0024ZZ","5300.0","A","G, X","117000.0","67440.0","6532.0","438.0","1110.0","0.0","0.0","582600.0","6302.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","4.0","2004.0","CT0024ZZ","5300.0","A","G, X","117000.0","62880.0","6544.0","430.0","1091.0","0.0","0.0","658600.0","10384.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
