"Region No.","State","Service Center","Fiscal Month","Fiscal Year","Building Number","Area Field Office","Cat","Building Designation","Gross Sq.Ft","Electricity (KWH)","Electricity (Cost)","Demand (KW)","Demand (Cost)","Steam (Thou. lbs)","Steam (Cost)","Gas (Cubic Ft)","Gas (Cost)","Oil (Gallon)","Oil (Cost)","Chilled Water (Ton Hr)","Chilled Water (Cost)","Renewable Electricity (KWH)","Renewable Electricity (Cost)","Renewable Gas (Cubic Ft)","Renewable Gas (Cost)","Other (mmBTU)","Other (Cost)","Water (Gallon)","Water (Cost)"
"1.0","Connecticut","SOUTH PROPERTY CTR","1.0","2007.0","CT0013ZZ","5300.0","A","G, X","191445.0","116712.0","18182.0","409.0","4832.0","0.0","0.0","18600.0","382.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","62084.0","467.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","2.0","2007.0","CT0013ZZ","5300.0","A","G, X","191445.0","115215.0","17458.0","293.0","4232.0","0.0","0.0","20500.0","412.0","3529.0","5605.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","35904.0","338.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","3.0","2007.0","CT0013ZZ","5300.0","A","G, X","191445.0","122112.0","20231.0","274.0","2872.0","0.0","0.0","21600.0","434.0","3529.0","5605.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","33660.0","348.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","4.0","2007.0","CT0013ZZ","5300.0","A","G, X","191445.0","116416.0","23124.0","293.0","4543.0","0.0","0.0","24600.0","466.0","3529.0","5605.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","41888.0","371.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","5.0","2007.0","CT0013ZZ","5300.0","A","G, X","191445.0","121511.0","18215.0","293.0","4536.0","0.0","0.0","21800.0","425.0","5077.0","9278.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","39644.0","379.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","6.0","2007.0","CT0013ZZ","5300.0","A","G, X","191445.0","132312.0","19583.0","293.0","4530.0","0.0","0.0","22500.0","432.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","43384.0","399.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","7.0","2007.0","CT0013ZZ","5300.0","A","G, X","191445.0","115816.0","19143.0","485.0","5739.0","0.0","0.0","19400.0","733.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","47124.0","418.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","8.0","2007.0","CT0013ZZ","5300.0","A","G, X","191445.0","142817.0","22204.0","500.0","5839.0","0.0","0.0","19200.0","462.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","85272.0","618.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","9.0","2007.0","CT0013ZZ","5300.0","A","G, X","191445.0","161714.0","24423.0","510.0","5059.0","0.0","0.0","19900.0","382.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","88264.0","634.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","10.0","2007.0","CT0013ZZ","5300.0","A","G, X","191445.0","168014.0","44759.0","543.0","5538.0","0.0","0.0","16600.0","339.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","103972.0","716.0"
