"Region No.","State","Service Center","Fiscal Month","Fiscal Year","Building Number","Area Field Office","Cat","Building Designation","Gross Sq.Ft","Electricity (KWH)","Electricity (Cost)","Demand (KW)","Demand (Cost)","Steam (Thou. lbs)","Steam (Cost)","Gas (Cubic Ft)","Gas (Cost)","Oil (Gallon)","Oil (Cost)","Chilled Water (Ton Hr)","Chilled Water (Cost)","Renewable Electricity (KWH)","Renewable Electricity (Cost)","Renewable Gas (Cubic Ft)","Renewable Gas (Cost)","Other (mmBTU)","Other (Cost)","Water (Gallon)","Water (Cost)"
"1.0","Massachusetts","UNKNOWN","1.0","2014.0","AX0001RE","100.0","A","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","18979035.0","3986.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Massachusetts","UNKNOWN","2.0","2014.0","AX0001RE","100.0","A","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Massachusetts","UNKNOWN","3.0","2014.0","AX0001RE","100.0","A","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Massachusetts","UNKNOWN","4.0","2014.0","AX0001RE","100.0","A","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Massachusetts","UNKNOWN","5.0","2014.0","AX0001RE","100.0","A","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Massachusetts","UNKNOWN","6.0","2014.0","AX0001RE","100.0","A","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Massachusetts","UNKNOWN","7.0","2014.0","AX0001RE","100.0","A","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Massachusetts","UNKNOWN","8.0","2014.0","AX0001RE","100.0","A","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Massachusetts","UNKNOWN","9.0","2014.0","AX0001RE","100.0","A","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Massachusetts","UNKNOWN","10.0","2014.0","AX0001RE","100.0","A","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Massachusetts","UNKNOWN","11.0","2014.0","AX0001RE","100.0","A","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Massachusetts","UNKNOWN","12.0","2014.0","AX0001RE","100.0","A","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","1.0","2014.0","CT0013ZZ","5300.0","A","G, Y, X","191445.0","90921.0","13862.0","304.0","6306.0","0.0","0.0","13800.0","334.0","0.0","0.0","0.0","0.0","6819.0","10.0","0.0","0.0","0.0","0.0","35904.0","580.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","2.0","2014.0","CT0013ZZ","5300.0","A","G, Y, X","191445.0","96313.0","13601.0","243.0","5802.0","0.0","0.0","266400.0","5871.0","0.0","0.0","0.0","0.0","7223.0","11.0","0.0","0.0","0.0","0.0","63580.0","855.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","3.0","2014.0","CT0013ZZ","5300.0","A","G, Y, X","191445.0","102912.0","14513.0","240.0","3151.0","0.0","0.0","452000.0","9924.0","641.0","2702.0","0.0","0.0","7718.0","12.0","0.0","0.0","0.0","0.0","31416.0","539.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","4.0","2014.0","CT0013ZZ","5300.0","A","G, Y, X","191445.0","90012.0","17617.0","248.0","5626.0","0.0","0.0","505800.0","11350.0","2997.0","12938.0","0.0","0.0","6751.0","10.0","0.0","0.0","0.0","0.0","32912.0","580.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","5.0","2014.0","CT0013ZZ","5300.0","A","G, Y, X","191445.0","90912.0","17639.0","251.0","5646.0","0.0","0.0","463200.0","10419.0","1128.0","4870.0","0.0","0.0","6818.0","10.0","0.0","0.0","0.0","0.0","27676.0","524.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","6.0","2014.0","CT0013ZZ","5300.0","A","G, Y, X","191445.0","84011.0","15312.0","237.0","5539.0","0.0","0.0","460400.0","11848.0","728.0","3111.0","0.0","0.0","6301.0","9.0","0.0","0.0","0.0","0.0","17952.0","302.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","7.0","2014.0","CT0013ZZ","5300.0","A","G, Y, X","191445.0","93310.0","14673.0","0.0","0.0","0.0","0.0","133300.0","3383.0","0.0","0.0","0.0","0.0","6998.0","11.0","0.0","0.0","0.0","0.0","17204.0","302.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","8.0","2014.0","CT0013ZZ","5300.0","A","G, Y, X","191445.0","121213.0","16258.0","0.0","0.0","0.0","0.0","18800.0","517.0","0.0","0.0","0.0","0.0","9090.0","14.0","0.0","0.0","0.0","0.0","38896.0","645.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","9.0","2014.0","CT0013ZZ","5300.0","A","G, Y, X","191445.0","171011.0","21807.0","0.0","0.0","0.0","0.0","9200.0","275.0","0.0","0.0","0.0","0.0","12825.0","19.0","0.0","0.0","0.0","0.0","96492.0","1265.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","10.0","2014.0","CT0013ZZ","5300.0","A","G, Y, X","191445.0","160513.0","20447.0","0.0","0.0","0.0","0.0","7600.0","237.0","0.0","0.0","0.0","0.0","12038.0","18.0","0.0","0.0","0.0","0.0","230384.0","2706.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","11.0","2014.0","CT0013ZZ","5300.0","A","G, Y, X","191445.0","160823.0","19951.0","0.0","0.0","0.0","0.0","7600.0","237.0","0.0","0.0","0.0","0.0","12062.0","18.0","0.0","0.0","0.0","0.0","391952.0","4444.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","12.0","2014.0","CT0013ZZ","5300.0","A","G, Y, X","191445.0","93311.0","18342.0","0.0","0.0","0.0","0.0","7300.0","237.0","0.0","0.0","0.0","0.0","6998.0","10.0","0.0","0.0","0.0","0.0","220660.0","2601.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","1.0","2014.0","CT0024ZZ","5300.0","A","G, Y, X","117000.0","58080.0","8154.0","149.0","542.0","0.0","0.0","91300.0","1230.0","10.0","21.0","0.0","0.0","4356.0","7.0","0.0","0.0","0.0","0.0","122921.0","1430.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","2.0","2014.0","CT0024ZZ","5300.0","A","G, Y, X","117000.0","67680.0","9476.0","173.0","628.0","0.0","0.0","318300.0","2718.0","10.0","21.0","0.0","0.0","5076.0","8.0","0.0","0.0","0.0","0.0","122921.0","1430.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","3.0","2014.0","CT0024ZZ","5300.0","A","G, Y, X","117000.0","69600.0","9473.0","174.0","632.0","0.0","0.0","572000.0","4780.0","10.0","21.0","0.0","0.0","5220.0","8.0","0.0","0.0","0.0","0.0","70561.0","1223.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","4.0","2014.0","CT0024ZZ","5300.0","A","G, Y, X","117000.0","71760.0","12511.0","185.0","672.0","0.0","0.0","747800.0","6084.0","10.0","21.0","0.0","0.0","5382.0","8.0","0.0","0.0","0.0","0.0","70561.0","1114.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","5.0","2014.0","CT0024ZZ","5300.0","A","G, Y, X","117000.0","73920.0","13082.0","187.0","687.0","0.0","0.0","700100.0","6119.0","10.0","21.0","0.0","0.0","5544.0","8.0","0.0","0.0","0.0","0.0","70561.0","1114.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","6.0","2014.0","CT0024ZZ","5300.0","A","G, Y, X","117000.0","66960.0","10400.0","187.0","680.0","0.0","0.0","461400.0","4717.0","10.0","21.0","0.0","0.0","5022.0","8.0","0.0","0.0","0.0","0.0","115691.0","1304.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","7.0","2014.0","CT0024ZZ","5300.0","A","G, Y, X","117000.0","63120.0","9227.0","0.0","0.0","0.0","0.0","299200.0","3042.0","10.0","21.0","0.0","0.0","4734.0","7.0","0.0","0.0","0.0","0.0","115691.0","1304.0"
