"Region No.","State","Service Center","Fiscal Month","Fiscal Year","Building Number","Area Field Office","Cat","Building Designation","Gross Sq.Ft","Electricity (KWH)","Electricity (Cost)","Demand (KW)","Demand (Cost)","Steam (Thou. lbs)","Steam (Cost)","Gas (Cubic Ft)","Gas (Cost)","Oil (Gallon)","Oil (Cost)","Chilled Water (Ton Hr)","Chilled Water (Cost)","Renewable Electricity (KWH)","Renewable Electricity (Cost)","Renewable Gas (Cubic Ft)","Renewable Gas (Cost)","Other (mmBTU)","Other (Cost)","Water (Gallon)","Water (Cost)"
"1.0","Maine","NORTH PROPERTY CTR","1.0","2016.0","ME0000BC","5200.0","I","G","19422.0","13280.0","1864.0","0.0","0.0","0.0","0.0","0.0","0.0","69.0","149.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1745.0","61.0"
"1.0","Maine","NORTH PROPERTY CTR","2.0","2016.0","ME0000BC","5200.0","I","G","19422.0","13920.0","1953.0","0.0","0.0","0.0","0.0","0.0","0.0","125.0","270.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1745.0","61.0"
"1.0","Maine","NORTH PROPERTY CTR","3.0","2016.0","ME0000BC","5200.0","I","G","19422.0","19440.0","2723.0","0.0","0.0","0.0","0.0","0.0","0.0","527.0","1333.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1745.0","61.0"
"1.0","Maine","NORTH PROPERTY CTR","4.0","2016.0","ME0000BC","5200.0","I","G","19422.0","15920.0","2242.0","0.0","0.0","0.0","0.0","0.0","0.0","777.0","1966.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1745.0","61.0"
"1.0","Maine","NORTH PROPERTY CTR","5.0","2016.0","ME0000BC","5200.0","I","G","19422.0","16400.0","2309.0","0.0","0.0","0.0","0.0","0.0","0.0","636.0","1317.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1745.0","61.0"
"1.0","Maine","NORTH PROPERTY CTR","6.0","2016.0","ME0000BC","5200.0","I","G","19422.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Maine","NORTH PROPERTY CTR","7.0","2016.0","ME0000BC","5200.0","I","G","19422.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Maine","NORTH PROPERTY CTR","8.0","2016.0","ME0000BC","5200.0","I","G","19422.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Maine","NORTH PROPERTY CTR","9.0","2016.0","ME0000BC","5200.0","I","G","19422.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Maine","NORTH PROPERTY CTR","10.0","2016.0","ME0000BC","5200.0","I","G","19422.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Maine","NORTH PROPERTY CTR","11.0","2016.0","ME0000BC","5200.0","I","G","19422.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
