1.0,2003.0,20945.0,11920.0,833.0,0.0,0.0,0.0,0.0
2.0,2003.0,20945.0,11400.0,701.0,0.0,0.0,0.0,0.0
3.0,2003.0,20945.0,11200.0,684.0,0.0,0.0,0.0,0.0
4.0,2003.0,20945.0,13560.0,790.0,0.0,0.0,0.0,0.0
5.0,2003.0,20945.0,13520.0,788.0,0.0,0.0,0.0,0.0
6.0,2003.0,20945.0,12680.0,783.0,0.0,0.0,0.0,0.0
7.0,2003.0,20945.0,11120.0,707.0,0.0,0.0,0.0,0.0
8.0,2003.0,20945.0,9720.0,740.0,0.0,0.0,0.0,0.0
9.0,2003.0,20945.0,12960.0,968.0,0.0,0.0,0.0,0.0
10.0,2003.0,20945.0,14680.0,1053.0,0.0,0.0,0.0,0.0
11.0,2003.0,20945.0,12920.0,950.0,0.0,0.0,0.0,0.0
12.0,2003.0,20945.0,17480.0,1170.0,0.0,0.0,0.0,0.0
1.0,2004.0,20945.0,10560.0,735.0,0.0,0.0,0.0,0.0
2.0,2004.0,20945.0,12560.0,742.0,0.0,0.0,0.0,0.0
3.0,2004.0,20945.0,11760.0,715.0,0.0,0.0,0.0,0.0
4.0,2004.0,20945.0,12200.0,763.0,0.0,0.0,0.0,0.0
5.0,2004.0,20945.0,12560.0,799.0,0.0,0.0,0.0,0.0
6.0,2004.0,20945.0,12440.0,812.0,0.0,0.0,0.0,0.0
7.0,2004.0,20945.0,11360.0,844.0,0.0,0.0,0.0,0.0
8.0,2004.0,20945.0,11400.0,851.0,0.0,0.0,0.0,0.0
9.0,2004.0,20945.0,9720.0,770.0,0.0,0.0,0.0,0.0
10.0,2004.0,20945.0,15000.0,1076.0,0.0,0.0,0.0,0.0
11.0,2004.0,20945.0,13400.0,1012.0,0.0,0.0,0.0,0.0
12.0,2004.0,20945.0,12360.0,928.0,0.0,0.0,0.0,0.0
1.0,2005.0,20945.0,9320.0,740.0,0.0,0.0,0.0,0.0
2.0,2005.0,20945.0,10920.0,814.0,0.0,0.0,0.0,0.0
3.0,2005.0,20945.0,10480.0,656.0,0.0,0.0,0.0,0.0
4.0,2005.0,20945.0,12320.0,751.0,0.0,0.0,0.0,0.0
5.0,2005.0,20945.0,11240.0,716.0,0.0,0.0,0.0,0.0
6.0,2005.0,20945.0,11160.0,723.0,0.0,0.0,0.0,0.0
7.0,2005.0,20945.0,9400.0,644.0,0.0,0.0,0.0,0.0
8.0,2005.0,20945.0,9480.0,730.0,0.0,0.0,0.0,0.0
9.0,2005.0,20945.0,11400.0,900.0,0.0,0.0,0.0,0.0
10.0,2005.0,20945.0,18920.0,1361.0,0.0,0.0,0.0,0.0
11.0,2005.0,20945.0,15400.0,1223.0,0.0,0.0,0.0,0.0
12.0,2005.0,20945.0,16600.0,1303.0,0.0,0.0,0.0,0.0
1.0,2006.0,20945.0,11160.0,895.0,0.0,0.0,0.0,0.0
2.0,2006.0,20945.0,11240.0,909.0,0.0,0.0,0.0,0.0
3.0,2006.0,20945.0,14400.0,1354.0,0.0,0.0,0.0,0.0
4.0,2006.0,20945.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,2006.0,20945.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,2006.0,20945.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,2006.0,20945.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,2006.0,20945.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,2006.0,20945.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,2006.0,20945.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,2006.0,20945.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,2006.0,20945.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2003.0,20945.0,11920.0,833.0,0.0,0.0,0.0,0.0
2.0,2003.0,20945.0,11400.0,701.0,0.0,0.0,0.0,0.0
3.0,2003.0,20945.0,11200.0,684.0,0.0,0.0,0.0,0.0
4.0,2003.0,20945.0,13560.0,790.0,0.0,0.0,0.0,0.0
5.0,2003.0,20945.0,13520.0,788.0,0.0,0.0,0.0,0.0
6.0,2003.0,20945.0,12680.0,783.0,0.0,0.0,0.0,0.0
7.0,2003.0,20945.0,11120.0,707.0,0.0,0.0,0.0,0.0
8.0,2003.0,20945.0,9720.0,740.0,0.0,0.0,0.0,0.0
9.0,2003.0,20945.0,12960.0,968.0,0.0,0.0,0.0,0.0
10.0,2003.0,20945.0,14680.0,1053.0,0.0,0.0,0.0,0.0
11.0,2003.0,20945.0,12920.0,950.0,0.0,0.0,0.0,0.0
12.0,2003.0,20945.0,17480.0,1170.0,0.0,0.0,0.0,0.0
1.0,2004.0,20945.0,10560.0,735.0,0.0,0.0,0.0,0.0
2.0,2004.0,20945.0,12560.0,742.0,0.0,0.0,0.0,0.0
3.0,2004.0,20945.0,11760.0,715.0,0.0,0.0,0.0,0.0
4.0,2004.0,20945.0,12200.0,763.0,0.0,0.0,0.0,0.0
5.0,2004.0,20945.0,12560.0,799.0,0.0,0.0,0.0,0.0
6.0,2004.0,20945.0,12440.0,812.0,0.0,0.0,0.0,0.0
7.0,2004.0,20945.0,11360.0,844.0,0.0,0.0,0.0,0.0
8.0,2004.0,20945.0,11400.0,851.0,0.0,0.0,0.0,0.0
9.0,2004.0,20945.0,9720.0,770.0,0.0,0.0,0.0,0.0
10.0,2004.0,20945.0,15000.0,1076.0,0.0,0.0,0.0,0.0
11.0,2004.0,20945.0,13400.0,1012.0,0.0,0.0,0.0,0.0
12.0,2004.0,20945.0,12360.0,928.0,0.0,0.0,0.0,0.0
1.0,2005.0,20945.0,9320.0,740.0,0.0,0.0,0.0,0.0
2.0,2005.0,20945.0,10920.0,814.0,0.0,0.0,0.0,0.0
3.0,2005.0,20945.0,10480.0,656.0,0.0,0.0,0.0,0.0
4.0,2005.0,20945.0,12320.0,751.0,0.0,0.0,0.0,0.0
5.0,2005.0,20945.0,11240.0,716.0,0.0,0.0,0.0,0.0
6.0,2005.0,20945.0,11160.0,723.0,0.0,0.0,0.0,0.0
7.0,2005.0,20945.0,9400.0,644.0,0.0,0.0,0.0,0.0
8.0,2005.0,20945.0,9480.0,730.0,0.0,0.0,0.0,0.0
9.0,2005.0,20945.0,11400.0,900.0,0.0,0.0,0.0,0.0
10.0,2005.0,20945.0,18920.0,1361.0,0.0,0.0,0.0,0.0
11.0,2005.0,20945.0,15400.0,1223.0,0.0,0.0,0.0,0.0
12.0,2005.0,20945.0,16600.0,1303.0,0.0,0.0,0.0,0.0
1.0,2006.0,20945.0,11160.0,895.0,0.0,0.0,0.0,0.0
2.0,2006.0,20945.0,11240.0,909.0,0.0,0.0,0.0,0.0
3.0,2006.0,20945.0,14400.0,1354.0,0.0,0.0,0.0,0.0
4.0,2006.0,20945.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,2006.0,20945.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,2006.0,20945.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,2006.0,20945.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,2006.0,20945.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,2006.0,20945.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,2006.0,20945.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,2006.0,20945.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,2006.0,20945.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2003.0,20945.0,11920.0,833.0,0.0,0.0,0.0,0.0
2.0,2003.0,20945.0,11400.0,701.0,0.0,0.0,0.0,0.0
3.0,2003.0,20945.0,11200.0,684.0,0.0,0.0,0.0,0.0
4.0,2003.0,20945.0,13560.0,790.0,0.0,0.0,0.0,0.0
5.0,2003.0,20945.0,13520.0,788.0,0.0,0.0,0.0,0.0
6.0,2003.0,20945.0,12680.0,783.0,0.0,0.0,0.0,0.0
7.0,2003.0,20945.0,11120.0,707.0,0.0,0.0,0.0,0.0
8.0,2003.0,20945.0,9720.0,740.0,0.0,0.0,0.0,0.0
9.0,2003.0,20945.0,12960.0,968.0,0.0,0.0,0.0,0.0
10.0,2003.0,20945.0,14680.0,1053.0,0.0,0.0,0.0,0.0
11.0,2003.0,20945.0,12920.0,950.0,0.0,0.0,0.0,0.0
12.0,2003.0,20945.0,17480.0,1170.0,0.0,0.0,0.0,0.0
1.0,2004.0,20945.0,10560.0,735.0,0.0,0.0,0.0,0.0
2.0,2004.0,20945.0,12560.0,742.0,0.0,0.0,0.0,0.0
3.0,2004.0,20945.0,11760.0,715.0,0.0,0.0,0.0,0.0
4.0,2004.0,20945.0,12200.0,763.0,0.0,0.0,0.0,0.0
5.0,2004.0,20945.0,12560.0,799.0,0.0,0.0,0.0,0.0
6.0,2004.0,20945.0,12440.0,812.0,0.0,0.0,0.0,0.0
7.0,2004.0,20945.0,11360.0,844.0,0.0,0.0,0.0,0.0
8.0,2004.0,20945.0,11400.0,851.0,0.0,0.0,0.0,0.0
9.0,2004.0,20945.0,9720.0,770.0,0.0,0.0,0.0,0.0
10.0,2004.0,20945.0,15000.0,1076.0,0.0,0.0,0.0,0.0
11.0,2004.0,20945.0,13400.0,1012.0,0.0,0.0,0.0,0.0
12.0,2004.0,20945.0,12360.0,928.0,0.0,0.0,0.0,0.0
