"Region No.","State","Service Center","Fiscal Month","Fiscal Year","Building Number","Area Field Office","Cat","Building Designation","Gross Sq.Ft","Electricity (KWH)","Electricity (Cost)","Demand (KW)","Demand (Cost)","Steam (Thou. lbs)","Steam (Cost)","Gas (Cubic Ft)","Gas (Cost)","Oil (Gallon)","Oil (Cost)","Chilled Water (Ton Hr)","Chilled Water (Cost)","Renewable Electricity (KWH)","Renewable Electricity (Cost)","Renewable Gas (Cubic Ft)","Renewable Gas (Cost)","Other (mmBTU)","Other (Cost)","Water (Gallon)","Water (Cost)"
"4.0","Alabama","BIRMINGHAM PMC","1.0","2014.0","AL0000AB","5200.0","A","G, W","399656.0","409605.0","34839.0","0.0","0.0","0.0","0.0","393500.0","5308.0","0.0","0.0","0.0","0.0","2654000.0","2590.0","0.0","0.0","0.0","0.0","575500.0","3132.0"
"4.0","Alabama","BIRMINGHAM PMC","2.0","2014.0","AL0000AB","5200.0","A","G, W","399656.0","418590.0","31163.0","0.0","0.0","0.0","0.0","59800.0","885.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","434900.0","2720.0"
"4.0","Alabama","BIRMINGHAM PMC","3.0","2014.0","AL0000AB","5200.0","A","G, W","399656.0","419045.0","31185.0","0.0","0.0","0.0","0.0","779800.0","10233.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","347200.0","2412.0"
"4.0","Alabama","BIRMINGHAM PMC","4.0","2014.0","AL0000AB","5200.0","A","G, W","399656.0","406333.0","30554.0","0.0","0.0","0.0","0.0","2397200.0","30637.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","310000.0","2497.0"
"4.0","Alabama","BIRMINGHAM PMC","5.0","2014.0","AL0000AB","5200.0","A","G, W","399656.0","365763.0","28539.0","0.0","0.0","0.0","0.0","761400.0","9990.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","262700.0","2488.0"
"4.0","Alabama","BIRMINGHAM PMC","6.0","2014.0","AL0000AB","5200.0","A","G, W","399656.0","395585.0","30020.0","0.0","0.0","0.0","0.0","722500.0","9770.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","238900.0","2249.0"
"4.0","Alabama","BIRMINGHAM PMC","7.0","2014.0","AL0000AB","5200.0","A","G, W","399656.0","393055.0","29895.0","0.0","0.0","0.0","0.0","54600.0","819.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","333600.0","2667.0"
"4.0","Alabama","BIRMINGHAM PMC","8.0","2014.0","AL0000AB","5200.0","A","G, W","399656.0","416548.0","32548.0","0.0","0.0","0.0","0.0","31200.0","484.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","374600.0","2613.0"
"4.0","Alabama","BIRMINGHAM PMC","9.0","2014.0","AL0000AB","5200.0","A","G, W","399656.0","466218.0","35688.0","0.0","0.0","0.0","0.0","10500.0","185.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","452300.0","2900.0"
"4.0","Alabama","BIRMINGHAM PMC","10.0","2014.0","AL0000AB","5200.0","A","G, W","399656.0","476670.0","36137.0","0.0","0.0","0.0","0.0","16100.0","260.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","550100.0","3458.0"
"4.0","Alabama","BIRMINGHAM PMC","11.0","2014.0","AL0000AB","5200.0","A","G, W","399656.0","517363.0","38188.0","0.0","0.0","0.0","0.0","15100.0","247.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","415400.0","3080.0"
