"Region No.","State","Service Center","Fiscal Month","Fiscal Year","Building Number","Area Field Office","Cat","Building Designation","Gross Sq.Ft","Electricity (KWH)","Electricity (Cost)","Demand (KW)","Demand (Cost)","Steam (Thou. lbs)","Steam (Cost)","Gas (Cubic Ft)","Gas (Cost)","Oil (Gallon)","Oil (Cost)","Chilled Water (Ton Hr)","Chilled Water (Cost)","Renewable Electricity (KWH)","Renewable Electricity (Cost)","Renewable Gas (Cubic Ft)","Renewable Gas (Cost)","Other (mmBTU)","Other (Cost)","Water (Gallon)","Water (Cost)"
"4.0","Alabama","BIRMINGHAM PMC","1.0","2003.0","AL0000AB","5200.0","A","G, W","399656.0","622500.0","30292.0","0.0","0.0","0.0","0.0","32500.0","323.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"4.0","Alabama","BIRMINGHAM PMC","2.0","2003.0","AL0000AB","5200.0","A","G, W","399656.0","560000.0","27328.0","0.0","0.0","0.0","0.0","462500.0","3319.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"4.0","Alabama","BIRMINGHAM PMC","3.0","2003.0","AL0000AB","5200.0","A","G, W","399656.0","577500.0","28292.0","0.0","0.0","0.0","0.0","81700.0","767.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"4.0","Alabama","BIRMINGHAM PMC","4.0","2003.0","AL0000AB","5200.0","A","G, W","399656.0","470000.0","25411.0","0.0","0.0","0.0","0.0","1267400.0","9427.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"4.0","Alabama","BIRMINGHAM PMC","5.0","2003.0","AL0000AB","5200.0","A","G, W","399656.0","527500.0","26963.0","0.0","0.0","0.0","0.0","1029900.0","8704.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"4.0","Alabama","BIRMINGHAM PMC","6.0","2003.0","AL0000AB","5200.0","A","G, W","399656.0","467500.0","25343.0","0.0","0.0","0.0","0.0","295800.0","4173.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"4.0","Alabama","BIRMINGHAM PMC","7.0","2003.0","AL0000AB","5200.0","A","G, W","399656.0","652500.0","30632.0","0.0","0.0","0.0","0.0","192400.0","2130.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"4.0","Alabama","BIRMINGHAM PMC","8.0","2003.0","AL0000AB","5200.0","A","G, W","399656.0","620000.0","31477.0","0.0","0.0","0.0","0.0","26800.0","366.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"4.0","Alabama","BIRMINGHAM PMC","9.0","2003.0","AL0000AB","5200.0","A","G, W","399656.0","635000.0","32035.0","0.0","0.0","0.0","0.0","449700.0","5301.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"4.0","Alabama","BIRMINGHAM PMC","10.0","2003.0","AL0000AB","5200.0","A","G, W","399656.0","637500.0","35137.0","0.0","0.0","0.0","0.0","243500.0","2939.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"4.0","Alabama","BIRMINGHAM PMC","11.0","2003.0","AL0000AB","5200.0","A","G, W","399656.0","800000.0","38528.0","0.0","0.0","0.0","0.0","263000.0","3175.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"4.0","Alabama","BIRMINGHAM PMC","12.0","2003.0","AL0000AB","5200.0","A","G, W","399656.0","607500.0","30905.0","0.0","0.0","0.0","0.0","454800.0","5319.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"4.0","Alabama","BIRMINGHAM PMC","1.0","2003.0","AL0000AC","5200.0","A","G, W","462863.0","709200.0","38640.0","0.0","0.0","0.0","0.0","1116500.0","9664.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"4.0","Alabama","BIRMINGHAM PMC","2.0","2003.0","AL0000AC","5200.0","A","G, W","462863.0","529600.0","32423.0","0.0","0.0","0.0","0.0","874800.0","6818.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"4.0","Alabama","BIRMINGHAM PMC","3.0","2003.0","AL0000AC","5200.0","A","G, W","462863.0","557800.0","32611.0","0.0","0.0","0.0","0.0","1044900.0","8343.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"4.0","Alabama","BIRMINGHAM PMC","4.0","2003.0","AL0000AC","5200.0","A","G, W","462863.0","444000.0","25809.0","0.0","0.0","0.0","0.0","1574800.0","12251.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"4.0","Alabama","BIRMINGHAM PMC","5.0","2003.0","AL0000AC","5200.0","A","G, W","462863.0","507000.0","27593.0","0.0","0.0","0.0","0.0","1201000.0","9709.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"4.0","Alabama","BIRMINGHAM PMC","6.0","2003.0","AL0000AC","5200.0","A","G, W","462863.0","536400.0","28418.0","0.0","0.0","0.0","0.0","1220000.0","12920.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"4.0","Alabama","BIRMINGHAM PMC","7.0","2003.0","AL0000AC","5200.0","A","G, W","462863.0","632400.0","36480.0","0.0","0.0","0.0","0.0","1131100.0","11967.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"4.0","Alabama","BIRMINGHAM PMC","8.0","2003.0","AL0000AC","5200.0","A","G, W","462863.0","634600.0","38221.0","0.0","0.0","0.0","0.0","672800.0","6912.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"4.0","Alabama","BIRMINGHAM PMC","9.0","2003.0","AL0000AC","5200.0","A","G, W","462863.0","723600.0","43456.0","0.0","0.0","0.0","0.0","634300.0","6523.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"4.0","Alabama","BIRMINGHAM PMC","10.0","2003.0","AL0000AC","5200.0","A","G, W","462863.0","804000.0","45818.0","0.0","0.0","0.0","0.0","729200.0","7489.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"4.0","Alabama","BIRMINGHAM PMC","11.0","2003.0","AL0000AC","5200.0","A","G, W","462863.0","753600.0","44384.0","0.0","0.0","0.0","0.0","610200.0","6277.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"4.0","Alabama","BIRMINGHAM PMC","12.0","2003.0","AL0000AC","5200.0","A","G, W","462863.0","775200.0","44972.0","0.0","0.0","0.0","0.0","529800.0","5459.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"4.0","Alabama","BIRMINGHAM PMC","1.0","2003.0","AL0004ZZ","5200.0","A","G","34342.0","33360.0","2351.0","0.0","0.0","0.0","0.0","85300.0","825.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"4.0","Alabama","BIRMINGHAM PMC","2.0","2003.0","AL0004ZZ","5200.0","A","G","34342.0","28800.0","2111.0","0.0","0.0","0.0","0.0","161300.0","1280.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"4.0","Alabama","BIRMINGHAM PMC","3.0","2003.0","AL0004ZZ","5200.0","A","G","34342.0","26880.0","2064.0","0.0","0.0","0.0","0.0","241900.0","2033.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"4.0","Alabama","BIRMINGHAM PMC","4.0","2003.0","AL0004ZZ","5200.0","A","G","34342.0","24960.0","1980.0","0.0","0.0","0.0","0.0","212000.0","1727.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"4.0","Alabama","BIRMINGHAM PMC","5.0","2003.0","AL0004ZZ","5200.0","A","G","34342.0","24960.0","2038.0","0.0","0.0","0.0","0.0","189600.0","1703.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"4.0","Alabama","BIRMINGHAM PMC","6.0","2003.0","AL0004ZZ","5200.0","A","G","34342.0","27840.0","2108.0","0.0","0.0","0.0","0.0","95900.0","1235.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"4.0","Alabama","BIRMINGHAM PMC","7.0","2003.0","AL0004ZZ","5200.0","A","G","34342.0","23640.0","2005.0","0.0","0.0","0.0","0.0","27400.0","353.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"4.0","Alabama","BIRMINGHAM PMC","8.0","2003.0","AL0004ZZ","5200.0","A","G","34342.0","26640.0","2223.0","0.0","0.0","0.0","0.0","2300.0","42.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"4.0","Alabama","BIRMINGHAM PMC","9.0","2003.0","AL0004ZZ","5200.0","A","G","34342.0","25680.0","2193.0","0.0","0.0","0.0","0.0","2000.0","39.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"4.0","Alabama","BIRMINGHAM PMC","10.0","2003.0","AL0004ZZ","5200.0","A","G","34342.0","27600.0","2370.0","0.0","0.0","0.0","0.0","1500.0","33.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"4.0","Alabama","BIRMINGHAM PMC","11.0","2003.0","AL0004ZZ","5200.0","A","G","34342.0","38640.0","2906.0","0.0","0.0","0.0","0.0","1900.0","37.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"4.0","Alabama","BIRMINGHAM PMC","12.0","2003.0","AL0004ZZ","5200.0","A","G","34342.0","26280.0","2287.0","0.0","0.0","0.0","0.0","17000.0","178.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"4.0","Alabama","BIRMINGHAM PMC","1.0","2003.0","AL0011ZZ","5200.0","A","G, X","179189.0","171200.0","11776.0","0.0","0.0","292.0","8076.0","25000.0","254.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"4.0","Alabama","BIRMINGHAM PMC","2.0","2003.0","AL0011ZZ","5200.0","A","G, X","179189.0","186400.0","12228.0","0.0","0.0","688.0","8633.0","21000.0","201.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"4.0","Alabama","BIRMINGHAM PMC","3.0","2003.0","AL0011ZZ","5200.0","A","G, X","179189.0","172800.0","11847.0","0.0","0.0","764.0","9589.0","37300.0","339.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
