"Region No.","State","Service Center","Fiscal Month","Fiscal Year","Building Number","Area Field Office","Cat","Building Designation","Gross Sq.Ft","Electricity (KWH)","Electricity (Cost)","Demand (KW)","Demand (Cost)","Steam (Thou. lbs)","Steam (Cost)","Gas (Cubic Ft)","Gas (Cost)","Oil (Gallon)","Oil (Cost)","Chilled Water (Ton Hr)","Chilled Water (Cost)","Renewable Electricity (KWH)","Renewable Electricity (Cost)","Renewable Gas (Cubic Ft)","Renewable Gas (Cost)","Other (mmBTU)","Other (Cost)","Water (Gallon)","Water (Cost)"
"10.0","Alaska","NW SC","1.0","2009.0","AK0000AA","5115.0","A","W, X","727340.0","650000.0","53045.0","0.0","0.0","0.0","0.0","2570000.0","21038.0","0.0","0.0","0.0","0.0","66667.0","0.0","0.0","0.0","0.0","0.0","300000.0","2117.0"
"10.0","Alaska","NW SC","2.0","2009.0","AK0000AA","5115.0","A","W, X","727340.0","680400.0","54059.0","0.0","0.0","0.0","0.0","2672000.0","21821.0","0.0","0.0","0.0","0.0","66667.0","0.0","0.0","0.0","0.0","0.0","300000.0","2148.0"
"10.0","Alaska","NW SC","3.0","2009.0","AK0000AA","5115.0","A","W, X","727340.0","692000.0","59433.0","0.0","0.0","0.0","0.0","4090000.0","33462.0","0.0","0.0","0.0","0.0","66667.0","0.0","0.0","0.0","0.0","0.0","290000.0","2129.0"
"10.0","Alaska","NW SC","4.0","2009.0","AK0000AA","5115.0","A","W, X","727340.0","735600.0","61414.0","0.0","0.0","0.0","0.0","5002000.0","50196.0","0.0","0.0","0.0","0.0","66667.0","0.0","0.0","0.0","0.0","0.0","280000.0","2147.0"
"10.0","Alaska","NW SC","5.0","2009.0","AK0000AA","5115.0","A","W, X","727340.0","624400.0","55532.0","0.0","0.0","0.0","0.0","3512000.0","35263.0","0.0","0.0","0.0","0.0","66667.0","0.0","0.0","0.0","0.0","0.0","320000.0","2438.0"
"10.0","Alaska","NW SC","6.0","2009.0","AK0000AA","5115.0","A","W, X","727340.0","686800.0","69621.0","0.0","0.0","0.0","0.0","3317000.0","33110.0","0.0","0.0","0.0","0.0","66667.0","0.0","0.0","0.0","0.0","0.0","270000.0","2074.0"
"10.0","Alaska","NW SC","7.0","2009.0","AK0000AA","5115.0","A","W, X","727340.0","725200.0","72412.0","0.0","0.0","0.0","0.0","2737000.0","27495.0","0.0","0.0","0.0","0.0","66667.0","0.0","0.0","0.0","0.0","0.0","320000.0","2438.0"
"10.0","Alaska","NW SC","8.0","2009.0","AK0000AA","5115.0","A","W, X","727340.0","652800.0","67132.0","0.0","0.0","0.0","0.0","1584000.0","15940.0","0.0","0.0","0.0","0.0","66667.0","0.0","0.0","0.0","0.0","0.0","990000.0","5438.0"
"10.0","Alaska","NW SC","9.0","2009.0","AK0000AA","5115.0","A","W, X","727340.0","707200.0","77032.0","0.0","0.0","0.0","0.0","188000.0","1948.0","0.0","0.0","0.0","0.0","66667.0","0.0","0.0","0.0","0.0","0.0","670000.0","4016.0"
"10.0","Alaska","NW SC","10.0","2009.0","AK0000AA","5115.0","A","W, X","727340.0","731200.0","79267.0","0.0","0.0","0.0","0.0","94000.0","1007.0","0.0","0.0","0.0","0.0","66667.0","0.0","0.0","0.0","0.0","0.0","810000.0","4616.0"
"10.0","Alaska","NW SC","11.0","2009.0","AK0000AA","5115.0","A","W, X","727340.0","664000.0","71666.0","0.0","0.0","0.0","0.0","87000.0","937.0","0.0","0.0","0.0","0.0","66667.0","0.0","0.0","0.0","0.0","0.0","540000.0","3458.0"
