"Region No.","State","Service Center","Fiscal Month","Fiscal Year","Building Number","Area Field Office","Cat","Building Designation","Gross Sq.Ft","Electricity (KWH)","Electricity (Cost)","Demand (KW)","Demand (Cost)","Steam (Thou. lbs)","Steam (Cost)","Gas (Cubic Ft)","Gas (Cost)","Oil (Gallon)","Oil (Cost)","Chilled Water (Ton Hr)","Chilled Water (Cost)","Renewable Electricity (KWH)","Renewable Electricity (Cost)","Renewable Gas (Cubic Ft)","Renewable Gas (Cost)","Other (mmBTU)","Other (Cost)","Water (Gallon)","Water (Cost)"
"7.0","Arkansas","EASTERN SERVICE CENTER","1.0","2012.0","AR0000RK","E0A1","A","G, Y, W, X","907383.0","710400.0","48075.0","0.0","0.0","0.0","0.0","872878.0","7267.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1585760.0","7295.0"
"7.0","Arkansas","EASTERN SERVICE CENTER","2.0","2012.0","AR0000RK","E0A1","A","G, Y, W, X","907383.0","665248.0","46886.0","0.0","0.0","0.0","0.0","2059204.0","16969.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1086844.0","6004.0"
"7.0","Arkansas","EASTERN SERVICE CENTER","3.0","2012.0","AR0000RK","E0A1","A","G, Y, W, X","907383.0","734272.0","48755.0","0.0","0.0","0.0","0.0","3423502.0","27586.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","595408.0","4075.0"
"7.0","Arkansas","EASTERN SERVICE CENTER","4.0","2012.0","AR0000RK","E0A1","A","G, Y, W, X","907383.0","733296.0","49467.0","0.0","0.0","0.0","0.0","2804200.0","23452.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","991100.0","8795.0"
"7.0","Arkansas","EASTERN SERVICE CENTER","5.0","2012.0","AR0000RK","E0A1","A","G, Y, W, X","907383.0","708664.0","47416.0","0.0","0.0","0.0","0.0","1508500.0","12558.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1208020.0","7408.0"
"7.0","Arkansas","EASTERN SERVICE CENTER","6.0","2012.0","AR0000RK","E0A1","A","G, Y, W, X","907383.0","767496.0","55172.0","0.0","0.0","0.0","0.0","868500.0","7284.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1435412.0","7749.0"
"7.0","Arkansas","EASTERN SERVICE CENTER","7.0","2012.0","AR0000RK","E0A1","A","G, Y, W, X","907383.0","779864.0","57626.0","0.0","0.0","0.0","0.0","246400.0","1553.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1647844.0","7892.0"
"7.0","Arkansas","EASTERN SERVICE CENTER","8.0","2012.0","AR0000RK","E0A1","A","G, Y, W, X","907383.0","819624.0","66607.0","0.0","0.0","0.0","0.0","43800.0","304.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2395844.0","12283.0"
"7.0","Arkansas","EASTERN SERVICE CENTER","9.0","2012.0","AR0000RK","E0A1","A","G, Y, W, X","907383.0","1003848.0","80000.0","0.0","0.0","0.0","0.0","30000.0","215.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2267936.0","12556.0"
"7.0","Arkansas","EASTERN SERVICE CENTER","10.0","2012.0","AR0000RK","E0A1","A","G, Y, W, X","907383.0","1114616.0","84486.0","0.0","0.0","0.0","0.0","38100.0","267.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2531980.0","11247.0"
