"Region No.","State","Service Center","Fiscal Month","Fiscal Year","Building Number","Area Field Office","Cat","Building Designation","Gross Sq.Ft","Electricity (KWH)","Electricity (Cost)","Demand (KW)","Demand (Cost)","Steam (Thou. lbs)","Steam (Cost)","Gas (Cubic Ft)","Gas (Cost)","Oil (Gallon)","Oil (Cost)","Chilled Water (Ton Hr)","Chilled Water (Cost)","Renewable Electricity (KWH)","Renewable Electricity (Cost)","Renewable Gas (Cubic Ft)","Renewable Gas (Cost)","Other (mmBTU)","Other (Cost)","Water (Gallon)","Water (Cost)"
"4.0","Alabama","BIRMINGHAM PMC","1.0","2016.0","AL0000AB","5200.0","A","W, G","399656.0","417863.0","32148.0","0.0","0.0","0.0","0.0","57100.0","838.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","310700.0","2557.0"
"4.0","Alabama","BIRMINGHAM PMC","2.0","2016.0","AL0000AB","5200.0","A","W, G","399656.0","370430.0","29671.0","0.0","0.0","0.0","0.0","126400.0","1826.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","249400.0","2504.0"
"4.0","Alabama","BIRMINGHAM PMC","3.0","2016.0","AL0000AB","5200.0","A","W, G","399656.0","362140.0","27874.0","0.0","0.0","0.0","0.0","210800.0","2870.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","212600.0","2470.0"
"4.0","Alabama","BIRMINGHAM PMC","4.0","2016.0","AL0000AB","5200.0","A","W, G","399656.0","339238.0","26765.0","0.0","0.0","0.0","0.0","388200.0","5062.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","217300.0","2474.0"
"4.0","Alabama","BIRMINGHAM PMC","5.0","2016.0","AL0000AB","5200.0","A","W, G","399656.0","322363.0","25948.0","0.0","0.0","0.0","0.0","255700.0","3385.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","207500.0","2326.0"
"4.0","Alabama","BIRMINGHAM PMC","6.0","2016.0","AL0000AB","5200.0","A","W, G","399656.0","0.0","0.0","0.0","0.0","0.0","0.0","117500.0","1653.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"4.0","Alabama","BIRMINGHAM PMC","7.0","2016.0","AL0000AB","5200.0","A","W, G","399656.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"4.0","Alabama","BIRMINGHAM PMC","8.0","2016.0","AL0000AB","5200.0","A","W, G","399656.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"4.0","Alabama","BIRMINGHAM PMC","9.0","2016.0","AL0000AB","5200.0","A","W, G","399656.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"4.0","Alabama","BIRMINGHAM PMC","10.0","2016.0","AL0000AB","5200.0","A","W, G","399656.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
