"Region No.","State","Service Center","Fiscal Month","Fiscal Year","Building Number","Area Field Office","Cat","Building Designation","Gross Sq.Ft","Electricity (KWH)","Electricity (Cost)","Demand (KW)","Demand (Cost)","Steam (Thou. lbs)","Steam (Cost)","Gas (Cubic Ft)","Gas (Cost)","Oil (Gallon)","Oil (Cost)","Chilled Water (Ton Hr)","Chilled Water (Cost)","Renewable Electricity (KWH)","Renewable Electricity (Cost)","Renewable Gas (Cubic Ft)","Renewable Gas (Cost)","Other (mmBTU)","Other (Cost)","Water (Gallon)","Water (Cost)"
"11.0","Washington DC","TRIANGLE SERVICESDIVISION","1.0","2008.0","DC0000AB","4001.0","A","G, W, X","1321607.0","1827625.0","224527.0","0.0","0.0","2908.0","113271.0","0.0","0.0","0.0","0.0","0.0","0.0","580878.0","0.0","0.0","0.0","0.0","0.0","435336.0","3593.0"
"11.0","Washington DC","TRIANGLE SERVICESDIVISION","2.0","2008.0","DC0000AB","4001.0","A","G, W, X","1321607.0","1128458.0","150618.0","0.0","0.0","5970.0","232532.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","185504.0","1612.0"
"11.0","Washington DC","TRIANGLE SERVICESDIVISION","3.0","2008.0","DC0000AB","4001.0","A","G, W, X","1321607.0","999787.0","134960.0","0.0","0.0","4996.0","194594.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","109208.0","1008.0"
"11.0","Washington DC","TRIANGLE SERVICESDIVISION","4.0","2008.0","DC0000AB","4001.0","A","G, W, X","1321607.0","1438635.0","183835.0","0.0","0.0","4809.0","187311.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","170292.0","1500.0"
"11.0","Washington DC","TRIANGLE SERVICESDIVISION","5.0","2008.0","DC0000AB","4001.0","A","G, W, X","1321607.0","1245082.0","164149.0","0.0","0.0","4176.0","162663.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","154836.0","1369.0"
"11.0","Washington DC","TRIANGLE SERVICESDIVISION","6.0","2008.0","DC0000AB","4001.0","A","G, W, X","1321607.0","1150663.0","155464.0","0.0","0.0","2018.0","78593.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","193732.0","1678.0"
"11.0","Washington DC","TRIANGLE SERVICESDIVISION","7.0","2008.0","DC0000AB","4001.0","A","G, W, X","1321607.0","1493949.0","191646.0","0.0","0.0","536.0","20877.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","238612.0","2034.0"
"11.0","Washington DC","TRIANGLE SERVICESDIVISION","8.0","2008.0","DC0000AB","4001.0","A","G, W, X","1321607.0","1669502.0","210478.0","0.0","0.0","672.0","26182.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","198968.0","1719.0"
"11.0","Washington DC","TRIANGLE SERVICESDIVISION","9.0","2008.0","DC0000AB","4001.0","A","G, W, X","1321607.0","2384208.0","285565.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","519860.0","4263.0"
"11.0","Washington DC","TRIANGLE SERVICESDIVISION","10.0","2008.0","DC0000AB","4001.0","A","G, W, X","1321607.0","2036753.0","251656.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","495924.0","4073.0"
"11.0","Washington DC","TRIANGLE SERVICESDIVISION","11.0","2008.0","DC0000AB","4001.0","A","G, W, X","1321607.0","2141920.0","262500.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","572220.0","4678.0"
"11.0","Washington DC","TRIANGLE SERVICESDIVISION","12.0","2008.0","DC0000AB","4001.0","A","G, W, X","1321607.0","1846016.0","234201.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","344080.0","2870.0"
"11.0","Washington DC","POTOMAC SERVICES DIVISION","1.0","2008.0","DC0000AC","1101.0","A","G","138493.0","154860.0","22731.0","0.0","0.0","1.0","27.0","0.0","0.0","0.0","0.0","0.0","0.0","73587.0","0.0","0.0","0.0","0.0","0.0","638792.0","5203.0"
"11.0","Washington DC","POTOMAC SERVICES DIVISION","2.0","2008.0","DC0000AC","1101.0","A","G","138493.0","164240.0","23318.0","0.0","0.0","107.0","4179.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","804100.0","6543.0"
"11.0","Washington DC","POTOMAC SERVICES DIVISION","3.0","2008.0","DC0000AC","1101.0","A","G","138493.0","156260.0","22345.0","0.0","0.0","215.0","8363.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","807092.0","6232.0"
