"Region No.","State","Service Center","Fiscal Month","Fiscal Year","Building Number","Area Field Office","Cat","Building Designation","Gross Sq.Ft","Electricity (KWH)","Electricity (Cost)","Demand (KW)","Demand (Cost)","Steam (Thou. lbs)","Steam (Cost)","Gas (Cubic Ft)","Gas (Cost)","Oil (Gallon)","Oil (Cost)","Chilled Water (Ton Hr)","Chilled Water (Cost)","Renewable Electricity (KWH)","Renewable Electricity (Cost)","Renewable Gas (Cubic Ft)","Renewable Gas (Cost)","Other (mmBTU)","Other (Cost)","Water (Gallon)","Water (Cost)"
"1.0","Connecticut","SOUTH PROPERTY CTR","1.0","2009.0","CT0013ZZ","5300.0","A","G, X","191445.0","120312.0","19523.0","831.0","5815.0","0.0","0.0","16500.0","395.0","919.0","2679.0","0.0","0.0","43931.0","0.0","0.0","0.0","0.0","0.0","44132.0","467.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","2.0","2009.0","CT0013ZZ","5300.0","A","G, X","191445.0","110411.0","18495.0","257.0","4875.0","0.0","0.0","17500.0","425.0","1966.0","6443.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","34408.0","407.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","3.0","2009.0","CT0013ZZ","5300.0","A","G, X","191445.0","112816.0","17832.0","273.0","2584.0","0.0","0.0","21400.0","487.0","4013.0","13604.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","41888.0","476.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","4.0","2009.0","CT0013ZZ","5300.0","A","G, X","191445.0","111612.0","17607.0","542.0","5145.0","0.0","0.0","22100.0","471.0","5421.0","9161.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","63580.0","569.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","5.0","2009.0","CT0013ZZ","5300.0","A","G, X","191445.0","110400.0","12982.0","542.0","5145.0","0.0","0.0","102000.0","1661.0","2053.0","3880.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","35904.0","414.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","6.0","2009.0","CT0013ZZ","5300.0","A","G, X","191445.0","111000.0","19216.0","537.0","5033.0","0.0","0.0","214600.0","3109.0","1673.0","4116.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","72556.0","651.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","7.0","2009.0","CT0013ZZ","5300.0","A","G, X","191445.0","109511.0","19806.0","755.0","5793.0","0.0","0.0","192900.0","2602.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","64328.0","598.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","8.0","2009.0","CT0013ZZ","5300.0","A","G, X","191445.0","120013.0","21197.0","721.0","5851.0","0.0","0.0","24600.0","428.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","53108.0","525.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","9.0","2009.0","CT0013ZZ","5300.0","A","G, X","191445.0","141015.0","24138.0","984.0","4950.0","0.0","0.0","15300.0","325.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","76296.0","676.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","10.0","2009.0","CT0013ZZ","5300.0","A","G, X","191445.0","148212.0","26266.0","554.0","6049.0","0.0","0.0","12000.0","272.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","82280.0","714.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","11.0","2009.0","CT0013ZZ","5300.0","A","G, X","191445.0","152113.0","27321.0","595.0","6470.0","0.0","0.0","11200.0","266.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","109956.0","894.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","12.0","2009.0","CT0013ZZ","5300.0","A","G, X","191445.0","109813.0","20944.0","449.0","7073.0","0.0","0.0","14200.0","285.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","61336.0","579.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","1.0","2009.0","CT0024ZZ","5300.0","A","G, X","117000.0","59760.0","9910.0","159.0","291.0","0.0","0.0","192700.0","2895.0","0.0","0.0","0.0","0.0","24804.0","0.0","0.0","0.0","0.0","0.0","253572.0","931.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","2.0","2009.0","CT0024ZZ","5300.0","A","G, X","117000.0","65760.0","10868.0","57.0","307.0","0.0","0.0","350400.0","4507.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","253572.0","931.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","3.0","2009.0","CT0024ZZ","5300.0","A","G, X","117000.0","64800.0","10701.0","652.0","332.0","0.0","0.0","610200.0","6605.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","89012.0","607.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","4.0","2009.0","CT0024ZZ","5300.0","A","G, X","117000.0","64320.0","11859.0","164.0","355.0","0.0","0.0","738700.0","7602.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","89760.0","897.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","5.0","2009.0","CT0024ZZ","5300.0","A","G, X","117000.0","66720.0","12133.0","160.0","345.0","0.0","0.0","586000.0","5476.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","89012.0","607.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","6.0","2009.0","CT0024ZZ","5300.0","A","G, X","117000.0","64800.0","11841.0","175.0","379.0","0.0","0.0","451500.0","4132.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","97240.0","671.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","7.0","2009.0","CT0024ZZ","5300.0","A","G, X","117000.0","63120.0","11942.0","253.0","545.0","0.0","0.0","163200.0","1746.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","97240.0","671.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","8.0","2009.0","CT0024ZZ","5300.0","A","G, X","117000.0","66000.0","12817.0","291.0","737.0","0.0","0.0","3500.0","704.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","97240.0","671.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","9.0","2009.0","CT0024ZZ","5300.0","A","G, X","117000.0","73920.0","14233.0","232.0","679.0","0.0","0.0","2800.0","677.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","222156.0","1525.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","10.0","2009.0","CT0024ZZ","5300.0","A","G, X","117000.0","85440.0","16435.0","301.0","880.0","0.0","0.0","3600.0","688.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","221408.0","1837.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","11.0","2009.0","CT0024ZZ","5300.0","A","G, X","117000.0","86400.0","16588.0","266.0","777.0","0.0","0.0","2100.0","661.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","256564.0","1525.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","12.0","2009.0","CT0024ZZ","5300.0","A","G, X","117000.0","65760.0","12728.0","274.0","720.0","0.0","0.0","4000.0","678.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","147356.0","1115.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","1.0","2009.0","CT0053ZZ","5300.0","A","W","391646.0","254400.0","29723.0","732.0","9947.0","477.0","21196.0","12000.0","230.0","0.0","0.0","24360.0","19103.0","93341.0","0.0","0.0","0.0","0.0","0.0","114444.0","913.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","2.0","2009.0","CT0053ZZ","5300.0","A","W","391646.0","251520.0","42376.0","686.0","9555.0","571.0","24834.0","13700.0","277.0","0.0","0.0","1152.0","4602.0","0.0","0.0","0.0","0.0","0.0","0.0","225148.0","1581.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","3.0","2009.0","CT0053ZZ","5300.0","A","W","391646.0","276480.0","40344.0","5.0","99.0","981.0","40693.0","14400.0","293.0","0.0","0.0","0.0","3859.0","0.0","0.0","0.0","0.0","0.0","0.0","136884.0","1091.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","4.0","2009.0","CT0053ZZ","5300.0","A","W","391646.0","227520.0","30320.0","656.0","9756.0","1406.0","66745.0","13900.0","270.0","0.0","0.0","0.0","5801.0","0.0","0.0","0.0","0.0","0.0","0.0","139128.0","1023.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","5.0","2009.0","CT0053ZZ","5300.0","A","W","391646.0","238080.0","39702.0","692.0","9681.0","1239.0","53039.0","14900.0","279.0","0.0","0.0","0.0","3859.0","0.0","0.0","0.0","0.0","0.0","0.0","127908.0","997.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","6.0","2009.0","CT0053ZZ","5300.0","A","W","391646.0","251520.0","41326.0","645.0","9681.0","969.0","40006.0","13500.0","237.0","0.0","0.0","2784.0","5987.0","0.0","0.0","0.0","0.0","0.0","0.0","186252.0","1380.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","7.0","2009.0","CT0053ZZ","5300.0","A","W","391646.0","263040.0","43254.0","758.0","10233.0","666.0","26810.0","22200.0","319.0","0.0","0.0","24360.0","21945.0","0.0","0.0","0.0","0.0","0.0","0.0","126412.0","993.0"
